Filename,Table name [should match with redivis],Description,URL,Reference,DOI,Original License,Public Reshare?,Derived License,Notes,Contributor,Date
Veterans.Affairs.SSVF.Survey.2018-20,veterans.affairs.ssvf.survey.2018-20,VA Satisfaction survey related to supportive services for low-income veterans (2-18-2020),https://github.com/data-liberation-project/va-ssvf-survey-data,https://www.data-liberation-project.org/datasets/va-ssvf-survey-data/,, CC BY-SA 4.0 ,Public, CC BY-SA 4.0 ,,bd/lynn99kek,3-27-2024
spelling.assessment_study1,spelling.assessment_study1,Data from a spelling test,https://osf.io/7tuwr/?view_only=c62d60752bbd48fa8dd7cc3ee092ea51,"Eskenazi, M. A., Askew, R. L., & Folk, J. R. (2023). Precision in the measurement of lexical expertise: the selection of optimal items for a spelling assessment. Behavior Research Methods, 55(2), 623-632.",10.3758/s13428-022-01834-3,email permission 12-18-2024,Public,CC BY 4.0,,bd/annie,3-28-2024
spelling.assessment_study2,spelling.assessment_study2,Data from a spelling test,https://osf.io/7tuwr/?view_only=c62d60752bbd48fa8dd7cc3ee092ea51,"Eskenazi, M. A., Askew, R. L., & Folk, J. R. (2023). Precision in the measurement of lexical expertise: the selection of optimal items for a spelling assessment. Behavior Research Methods, 55(2), 623-632.",10.3758/s13428-022-01834-3,email permission 12-18-2024,Public,CC BY 4.0,,bd/annie,3-28-2024
mft_validationandreplication,mft_validationandreplication,Moral Foundations Questionnairre,https://osf.io/2pkaw/,"Zakharin, M., & Bates, T. C. (2023). Moral Foundations Theory: Validation and replication of the MFQ-2. Personality and Individual Differences, 214, 112339.",10.1016/j.paid.2023.112339,C-By Attribution 4.0 International,Public,C-By Attribution 4.0 International,,bd,3-28-2024
criticalperiod_syntax,criticalperiod_syntax,Syntax questions,https://osf.io/vab8j/,"Chen, T., & Hartshorne, J. K. (2021). More evidence from over 1.1 million subjects that the critical period for syntax closes in late adolescence. Cognition, 214, 104706.",10.1016/j.cognition.2021.104706,CC-By Attribution 4.0 ,Public,CC-By Attribution 4.0 ,,bd,3-28-2024
fictionexposure_wimmer,fictionexposure_wimmer,Author recognition,https://osf.io/ytudn/,"Wimmer, L., & Ferguson, H. J. (2023). Testing the validity of a self-report scale, author recognition test, and book counting as measures of lifetime exposure to print fiction. Behavior Research Methods, 55(1), 103-134.",10.3758/s13428-021-01784-2,CC BY 4.0,Public,CC BY 4.0,email 4-10-2024,bd,3-28-2024
scoliosis_dueber,scoliosis_dueber,Scoliosis Quality of Life Index,https://osf.io/3qt5s/,"Dueber, D. M., & Toland, M. D. (2023). A bifactor approach to subscore assessment. Psychological Methods, 28(1), 222–241. https://doi.org/10.1037/met0000459",10.1037/met0000459,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd,4-15-2024
orev_bohn2024,orev_bohn2024,Open receptive vocab task for 3-8 year old children,https://github.com/ccp-eva/orev/,"Bohn, M., Prein, J., Koch, T. et al. oREV: An item response theory-based open receptive vocabulary task for 3- to 8-year-old children. Behav Res 56, 2595–2605 (2024). https://doi.org/10.3758/s13428-023-02169-3",10.3758/s13428-023-02169-3,CC-BY-4.0 license,Public,CC-BY-4.0 license,,bd,4-4-2024
WMI_Rot_Han,wmi_rot_han,Working memory tasks focused on rotation.,https://osf.io/bhw87/,"Navarro, E., Hao, H., Rosales, K. P., & Conway, A. R. (2023). An item response theory approach to the measurement of working memory capacity. Behavior Research Methods, 1-18.",10.3758/s13428-023-02115-3,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,bd,6-10-2024
WMI_Read_Han,wmi_read_han,Working memory tasks focused on reading.,https://osf.io/bhw87/,"Navarro, E., Hao, H., Rosales, K. P., & Conway, A. R. (2023). An item response theory approach to the measurement of working memory capacity. Behavior Research Methods, 1-18.",10.3758/s13428-023-02115-3,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,bd,6-10-2024
previc_bohn2023.R,previc_bohn2023.r,Parent reports of expressive vocabulary,https://github.com/manuelbohn/previc,"Bohn, M., Prein, J. C., Engicht, J., Haun, D., Gagarina, N., & Koch, T. (2023, October 19). PREVIC: An adaptive parent report measure of expressive vocabulary in children between 3 and 8 years of age. https://doi.org/10.31234/osf.io/hvncp",10.31234/osf.io/hvncp,CC-BY-4.0 license,Public,CC-BY-4.0 license,,bd,7-2-2024
realpic_souza2021,realpic_souza2021,Picture norms of common items,https://osf.io/qn35s/?view_only=9c209e9236b94b2cb74f77f47e7ff390,"Souza, C., Garrido, M.V., Saraiva, M. et al. RealPic: Picture norms of real-world common items. Behav Res 53, 1746–1761 (2021). https://doi.org/10.3758/s13428-020-01523-z",10.3758/s13428-020-01523-z,email permission,Public,CC BY 4.0,email  sent 7-2,bd/annie,7-2-2024
wooly_hartman2022,wooly_hartman2022,Test of era-based knowledge using popular songs,https://osf.io/bn4xy/?view_only=7252e963f3bd4c0c981eed6ddd085ee8,"Hartman, R., Moss, A.J., Rabinowitz, I. et al. Do you know the Wooly Bully? Testing era-based knowledge to verify participant age online. Behav Res 55, 3313–3325 (2023). https://doi.org/10.3758/s13428-022-01944-y",10.3758/s13428-022-01944-y,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd,7-12-2024
ravens_deboeck2012,ravens_deboeck2012,Raven's matrices,https://www.jstatsoft.org/article/view/v048c01,"De Boeck, P., & Partchev, I. (2012). IRTrees: Tree-based item response models of the GLMM family. Journal of Statistical Software, 48, 1-28.",10.18637/jss.v048.c01,GPL General Public License version 2 or version 3 or a GPL-compatible license,Public,GPL 3.0,Data reformatted from original on 8-27-2024,bd/arthur pan,8-27-2024
stress_deboeck2012,stress_deboeck2012,Fear and stress items from the Output Questionnaire,https://www.jstatsoft.org/article/view/v048c01,"De Boeck, P., & Partchev, I. (2012). IRTrees: Tree-based item response models of the GLMM family. Journal of Statistical Software, 48, 1-28.",10.18637/jss.v048.c01,GPL General Public License version 2 or version 3 or a GPL-compatible license,Public,GPL 3.0,Data reformatted from original on 8-27-2024,bd/arthur pan,8-27-2024
Mechanical_Turk_Lexical,mechanical_turk_lexical,Lexical decisions tasks from Mturkers,https://osf.io/za9y8/,"Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x",10.3758/s13428-021-01573-x,,Public,CC BY 4.0,Agreed via email 8-29-2024 (from ratcliff.22@osu.edu),bd/arthur pan,8-29-2024
Mechanical_Turk_Recognition,mechanical_turk_recognition,Item recognition tasks from Mturkers,https://osf.io/za9y8/,"Ratcliff, R., Hendrickson, A.T. Do data from mechanical Turk subjects replicate accuracy, response time, and diffusion modeling results?. Behav Res 53, 2302–2325 (2021). https://doi.org/10.3758/s13428-021-01573-x",10.3758/s13428-021-01573-x,,Public,CC BY 4.0,Agreed via email 8-29-2024 (from ratcliff.22@osu.edu),bd/arthur pan,8-29-2024
AMI_CV_Hewitt2024,ami_cv_hewitt2024,Apathy Motivation Index–Child Version ,https://osf.io/t5js9/,"Hewitt, S.R., Habicht, J., Bowler, A. et al. Probing apathy in children and adolescents with the Apathy Motivation Index–Child version. Behav Res 56, 3982–3994 (2024). https://doi.org/10.3758/s13428-023-02184-4",10.3758/s13428-023-02184-4,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,bd/arthur pan,8-29-2024
bhs_floreskanter2021,bhs_floreskanter2021,Beck Hopelessness Scale (BHS) and suicidal ideation (SI) in an Argentine population.,https://data.mendeley.com/datasets/9mjg54kcwv/5,"Flores-Kanter, Pablo Ezequiel (2021), “Datset for Internal structure of Beck Hopelessness Scale: An analysis of method effects using the CT-C(M–1) model”, Mendeley Data, V5, doi: 10.17632/9mjg54kcwv.5",10.17632/9mjg54kcwv.5,CC BY 4.0,Public,CC BY 4.0,,bd,8-30-2024
alcoholstroop_jones2024,alcoholstroop_jones2024,Stroop tasks with alcohol-related cues,https://osf.io/utnx2/,"Jones, A., Petrovskaya, E. & Stafford, T. Exploring the multiverse of analysis options for the alcohol Stroop. Behav Res 56, 3578–3588 (2024). https://doi.org/10.3758/s13428-024-02377-5",10.3758/s13428-024-02377-5,,Public,CC BY 4.0,email permission,bd,8-30-2024
spelling2pronounce_edwards2023,spelling2pronounce_edwards2023,Word-level pronunciation difficulty ratings based on spelling,https://github.com/ashleyaedwards/SpellingToPronunciationTransparencyRatings,"Edwards, A. A., Rigobon, V. M., Steacy, L. M., & Compton, D. L. (2024). Spelling-to-pronunciation transparency ratings for the 20,000 most frequently written English words. Behavior Research Methods, 56(4), 2828-2841.",10.3758/s13428-023-02205-2,,Public,CC BY 4.0,Agreed via email 9-17-2024 (from edwards@psy.fsu.edu),bd,9-17-2024
idas_machado2024,idas_machado2024,Brazilian Version of the Inventory of Depression and Anxiety Symptoms,https://osf.io/agw9e/?view_only=328aeea7cb304e5f83d0e65bb1f2ee41,"Machado, G. M., Valentini, F., Watson, D., & Carvalho, L. D. F. (2024). The Brazilian version of the Inventory of Depression and Anxiety Symptoms–Expanded Version: Internal structure, invariance by sex and race, and associations with pathological personality traits. Psychological assessment.",10.1037/pas0001312,,Public,CC BY 4.0,email permission 9-11-2024,,
spidersBAT_grill2024,spidersbat_grill2024,Spider Phobia and Fear of Spiders questionnaires,https://osf.io/y2akv/,"Grill, M., Heller, M., & Haberkamp, A. (2024). Development and initial validation of an open-access online Behavioral Avoidance Test (BAT) for spider fear. Psychological Assessment, 36(5), 351–364. https://doi.org/10.1037/pas0001305",10.1037/pas0001305,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,bd,9-4-2024
DART_Brysbaert_2020_3.4.5,dart_brysbaert_2020_3.4.5,Author recognition test (DART),https://osf.io/u4vhs/,"Brysbaert, M., Sui, L., Dirix, N., & Hintz, F. (2020). Dutch Author Recognition Test. Journal of Cognition, 3(1), 6. https://doi.org/10.5334/joc.95",10.5334/joc.95,CC BY-NC-SA 4.0,Public,CC BY-NC-SA 4.0,Data modified from original. Cannot be used for any commercial purpose. See license at: https://creativecommons.org/licenses/by-nc-sa/4.0/,bd/arthur,9-4-2024
DART_Brysbaert_2020_1,dart_brysbaert_2020_1,Author recognition test (DART),https://osf.io/u4vhs/,"Brysbaert, M., Sui, L., Dirix, N., & Hintz, F. (2020). Dutch Author Recognition Test. Journal of Cognition, 3(1), 6. https://doi.org/10.5334/joc.95",10.5334/joc.95,CC BY-NC-SA 4.0,Public,CC BY-NC-SA 4.0,Data modified from original. Cannot be used for any commercial purpose. See license at: https://creativecommons.org/licenses/by-nc-sa/4.0/,bd/arthur,9-4-2024
GART_Grolig_2020,gart_grolig_2020,Author recognition test (GART),https://osf.io/4hcwt/,"Grolig, L., Tiffin-Richards, S. P., & Schroeder, S. (2020). Print exposure across the reading span. Reading and Writing, 33, 1423–1441.",10.1007/s11145-019-10014-3,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,bd/arthur,9-4-2024
wine_luckett2021,wine_luckett2021,Discrimination of odor mixture samples,https://osf.io/nwv5a/,"Curtis R Luckett, Robert Pellegrino, Michelle Heatherly, Katherine Alfaro Martinez, Melissa Dein, P John Munafo, Discrimination of Complex Odor Mixtures: A Study Using Wine Aroma Models, Chemical Senses, Volume 46, 2021, bjaa079, https://doi.org/10.1093/chemse/bjaa079",10.1093/chemse/bjaa079,email permission,Public,CC BY 4.0,,bd,
gad_BrummerHoffman_2021,gad_brummerhoffman_2021,Generalized anxiety disorder,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
wemwbs_BrummerHoffman_2021,wemwbs_brummerhoffman_2021,Warwick-Edinburgh Mental Well-Being Scale,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
whodas_BrummerHoffman_2021,whodas_brummerhoffman_2021,World Health Organization Disability Assessment Schedule,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
grit_BrummerHoffman_2021,grit_brummerhoffman_2021,short version of the Grit Scale,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
phq_BrummerHoffman_2021,phq_brummerhoffman_2021,Patient Health Questionnaire–9,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
promis_BrummerHoffman_2021,promis_brummerhoffman_2021,PROMIS anxiety and depression scales,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
ucla_BrummerHoffman_2021,ucla_brummerhoffman_2021,UCLA loneliness scale,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
audit_BrummerHoffman_2021,audit_brummerhoffman_2021,AUDIT alcohol use scale,https://osf.io/p8j2v/,"de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.",10.1037/pas0001323,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd/arthur,9-4-2024
feardriving_fisher2021,feardriving_fisher2021,Driving fear & cognition questionnaires,https://www.psycharchives.org/en/item/0cc3e604-d23c-4b87-aefe-b8812760bbb0,"Fischer, C., Schröder, A., Taylor, J. E., & Heider, J. (2021). Measuring Driving Fear. European Journal of Psychological Assessment.",10.1027/1015-5759/a000683,CC-BY 4.0,Public,CC-BY 4.0,,bd/arthur,9-4-2024
psiq_woelk2022,psiq_woelk2022,Dutch Version of the Plymouth Sensory Imagery Questionnaire,https://osf.io/6ebnw/,"Woelk, M., Hagenaars, M. A., & Krans, J. (2022). Validation of the Dutch version of the Plymouth Sensory Imagery Questionnaire. European Journal of Psychological Assessment.",10.1027/1015-5759/a000729,,Public,CC-BY 4.0,email permissions 11-1-2024,bd,
Golino, Hudson; Gomes, Cristiano, 2013, ""Data from the BAFACALO project: The Brazilian Intelligence Battery based on two state-of-the-art models: Carroll's model and the CHC model."", https://doi.org/10.7910/DVN/23150, Harvard Dataverse, V1, UNF:5:gvU0svAl87oW02bkbMD0zg== [fileUNF]",10.7910/DVN/23150,CC0,Public,CC0,,bd/arthur,9-5-2024
